Well_ID,BRO-ID,Filter,Date,Nitrate,Chloride,Oxygen,Temperature,Acidity,geometry
GMW000000015467,GAR000000012578,2,2018-10-23T12:00:00+02:00,33.0,35.0,0.01,16.1,6.8,POINT (5.220861357 52.247280378)
GMW000000015499,GAR000000012918,1,1996-12-11T11:00:00+01:00,26.47,46.0,,10.9,5.57,POINT (5.199615219 52.281878252)
GMW000000015499,GAR000000012919,1,1999-01-25T11:00:00+01:00,19.4,280.0,,10.3,5.4,POINT (5.199615219 52.281878252)
GMW000000015499,GAR000000012920,1,2001-11-15T11:00:00+01:00,16.1,190.0,,9.6,6.1,POINT (5.199615219 52.281878252)
GMW000000015499,GAR000000012921,1,2001-11-22T11:00:00+01:00,,,,10.5,5.92,POINT (5.199615219 52.281878252)
GMW000000015499,GAR000000012922,1,2002-11-20T11:00:00+01:00,18.7,200.0,,,5.9,POINT (5.199615219 52.281878252)
GMW000000015499,GAR000000012923,1,2003-11-26T11:00:00+01:00,16.93,70.0,,,6.7,POINT (5.199615219 52.281878252)
GMW000000015499,GAR000000012924,1,2004-11-23T11:00:00+01:00,13.09,110.0,,10.3,7.1,POINT (5.199615219 52.281878252)
GMW000000015510,GAR000000012936,1,2005-01-20T11:00:00+01:00,12.2,91.0,,13.2,6.3,POINT (5.242693949 52.27431722)
GMW000000015510,GAR000000012937,1,2006-04-20T12:00:00+02:00,6.6,56.0,,13.0,6.3,POINT (5.242693949 52.27431722)
GMW000000015510,GAR000000012938,1,2009-07-13T12:00:00+02:00,5.1,89.0,0.1,12.5,5.9,POINT (5.242693949 52.27431722)
GMW000000015510,GAR000000012939,1,2011-01-19T11:00:00+01:00,6.03,49.77,2.21,11.8,6.45,POINT (5.242693949 52.27431722)
GMW000000015510,GAR000000012940,1,2012-05-22T12:00:00+02:00,5.97,70.56,0.5,14.1,6.99,POINT (5.242693949 52.27431722)
GMW000000015510,GAR000000012941,1,2016-01-05T11:00:00+01:00,3.0,42.0,0.24,12.9,7.2,POINT (5.242693949 52.27431722)
GMW000000015510,GAR000000012942,1,2018-10-25T12:00:00+02:00,4.0,67.0,0.01,16.5,6.1,POINT (5.242693949 52.27431722)
GMW000000015510,GAR000000051573,1,2021-05-27T12:00:00+02:00,2.42,26.11,,20.2,6.53,POINT (5.242693949 52.27431722)
GMW000000015521,GAR000000012277,1,2005-01-12T11:00:00+01:00,5.4,27.0,,11.4,7.5,POINT (5.209474973 52.304497503)
GMW000000015521,GAR000000012278,1,2006-04-25T12:00:00+02:00,6.8,29.0,,11.0,7.4,POINT (5.209474973 52.304497503)
GMW000000015521,GAR000000012279,1,2009-07-13T12:00:00+02:00,8.9,34.0,4.9,10.8,7.1,POINT (5.209474973 52.304497503)
GMW000000015521,GAR000000012280,1,2018-10-24T12:00:00+02:00,4.4,30.0,4.17,16.6,7.2,POINT (5.209474973 52.304497503)
GMW000000015521,GAR000000012281,2,2005-01-12T11:00:00+01:00,3.64,29.0,,10.7,8.0,POINT (5.209474973 52.304497503)
GMW000000015521,GAR000000012282,2,2018-10-24T12:00:00+02:00,4.9,29.0,1.82,15.7,7.2,POINT (5.209474973 52.304497503)
