name,extrude,altitudeMode,WKT
"GAR000000033344.csv","true","relativeToGround","POINT (5.759724948 50.789568852)"
"GAR000000033362.csv","true","relativeToGround","POINT (5.759724948 50.789568852)"
"GAR000000033305.csv","true","relativeToGround","POINT (5.759724948 50.789568852)"
"GAR000000036198.csv","true","relativeToGround","POINT (5.759724948 50.789568852)"
"GAR000000033332.csv","true","relativeToGround","POINT (5.759724948 50.789568852)"
"GAR000000033369.csv","true","relativeToGround","POINT (5.759724948 50.789568852)"
"GAR000000033378.csv","true","relativeToGround","POINT (5.759724948 50.789568852)"
"GAR000000043942.csv","true","relativeToGround","POINT (5.759724948 50.789568852)"
"GAR000000033343.csv","true","relativeToGround","POINT (5.759724948 50.789568852)"
"GAR000000033370.csv","true","relativeToGround","POINT (5.759724948 50.789568852)"
"GAR000000033361.csv","true","relativeToGround","POINT (5.759724948 50.789568852)"
"GAR000000033331.csv","true","relativeToGround","POINT (5.759724948 50.789568852)"
"GAR000000033306.csv","true","relativeToGround","POINT (5.759724948 50.789568852)"
"GAR000000033342.csv","true","relativeToGround","POINT (5.759724948 50.789568852)"
"GAR000000033360.csv","true","relativeToGround","POINT (5.759724948 50.789568852)"
"GAR000000033374.csv","true","relativeToGround","POINT (5.759724948 50.789568852)"
"GAR000000043278.csv","true","relativeToGround","POINT (5.759724948 50.789568852)"
"GAR000000033264.csv","true","relativeToGround","POINT (6.012889171 50.981379397)"
"GAR000000033367.csv","true","relativeToGround","POINT (6.012889171 50.981379397)"
"GAR000000033385.csv","true","relativeToGround","POINT (6.012889171 50.981379397)"
"GAR000000033394.csv","true","relativeToGround","POINT (6.012889171 50.981379397)"
"GAR000000033396.csv","true","relativeToGround","POINT (6.012889171 50.981379397)"
"GAR000000033391.csv","true","relativeToGround","POINT (6.012889171 50.981379397)"
"GAR000000033387.csv","true","relativeToGround","POINT (6.012889171 50.981379397)"
"GAR000000033339.csv","true","relativeToGround","POINT (6.012889171 50.981379397)"
"GAR000000033254.csv","true","relativeToGround","POINT (6.012889171 50.981379397)"
